City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
172,kysyl-syr,63.8986,122.7617,-15.0,90,100,2.84,RU,1678030963
173,grand gaube,-20.0064,57.6608,26.32,82,100,0.89,MU,1678030963
174,george,-33.963,22.4617,16.75,100,100,9.77,ZA,1678030963
175,saint-francois,46.4154,3.9054,10.38,54,0,1.54,FR,1678030963
176,barao de melgaco,-16.1944,-55.9675,36.76,37,12,0.95,BR,1678030963
177,lagoa,39.05,-27.9833,13.77,67,25,11.81,PT,1678030964
178,anito,12.4497,125.2886,24.08,91,87,4.67,PH,1678030964
179,borujerd,33.8973,48.7516,15.13,51,99,2.23,IR,1678030959
180,harper,4.375,-7.7169,29.62,65,48,3.74,LR,1678030964
181,gladstone,-23.85,151.25,21.96,73,1,2.06,AU,1678030964
182,namatanai,-3.6667,152.4333,26.3,82,100,3.2,PG,1678030964
183,lichinga,-13.3128,35.2406,22.05,83,75,1.54,MZ,1678030965
184,sutton coldfield,52.5667,-1.8167,5.6,76,75,4.12,GB,1678030965
185,hasaki,35.7333,140.8333,8.22,61,100,4.94,JP,1678030965
186,deniliquin,-35.5333,144.9667,17.95,82,97,1.52,AU,1678030965
187,san patricio,28.017,-97.5169,24.37,52,1,4.37,US,1678030965
188,aguimes,27.9054,-15.4461,19.35,68,20,3.09,ES,1678030965
189,rancho palos verdes,33.7445,-118.387,11.57,84,100,0.89,US,1678030966
190,vestmannaeyjar,63.4427,-20.2734,5.55,70,75,5.14,IS,1678030966
191,madimba,-10.4,40.3333,29.62,70,40,5.14,TZ,1678030966
192,asansol,23.6833,86.9833,25.82,22,0,2.56,IN,1678030966
193,moose factory,51.2585,-80.6094,-4.0,73,40,3.09,CA,1678030966
194,mahebourg,-20.4081,57.7,26.25,89,75,0.0,MU,1678030966
195,dhidhdhoo,6.8833,73.1,27.43,75,35,3.61,MV,1678030967
196,khuzhir,53.1939,107.3397,-11.0,85,28,1.75,RU,1678030967
197,dubbo,-32.25,148.6167,23.07,60,75,4.63,AU,1678030967
198,saint george,37.1041,-113.5841,10.7,52,0,0.89,US,1678030967
199,kamensk-uralskiy,56.4185,61.9329,-3.6,91,100,4.79,RU,1678030967
200,pochutla,15.7432,-96.4661,26.9,49,29,2.45,MX,1678030967
201,raudeberg,61.9875,5.1352,-0.58,74,100,6.26,NO,1678030967
202,esperance,-33.8667,121.9,17.43,73,0,5.27,AU,1678030968
203,xuddur,4.1213,43.8894,30.63,24,47,5.28,SO,1678030968
204,nelson,-41.2833,173.2833,11.27,83,42,1.62,NZ,1678030968
205,ntcheu,-14.8203,34.6359,20.02,94,100,1.23,MW,1678030968
206,vaxjo,56.8777,14.8091,3.03,30,0,6.17,SE,1678030937
207,salinopolis,-0.6136,-47.3561,27.07,85,100,4.36,BR,1678030968
208,sabha,27.0377,14.4283,22.52,11,3,3.76,LY,1678030968
209,yerbogachen,61.2767,108.0108,-17.48,93,73,4.49,RU,1678030969
210,port hardy,50.6996,-127.4199,4.1,87,100,6.17,CA,1678030969
211,lima,-12.0432,-77.0282,24.14,69,0,3.09,PE,1678030232
212,isangel,-19.55,169.2667,25.12,88,11,3.17,VU,1678030969
213,awbari,26.5921,12.7805,21.83,11,0,4.38,LY,1678030969
214,qaanaaq,77.484,-69.3632,-4.52,60,100,3.72,GL,1678030969
215,husavik,66.0449,-17.3389,-2.85,71,100,3.8,IS,1678030970
216,egvekinot,66.3167,-179.1667,-9.86,95,100,3.62,RU,1678030970
217,manado,1.487,124.8455,24.43,100,40,1.03,ID,1678030970
218,rockport,28.0206,-97.0544,23.37,100,0,3.6,US,1678030970
219,coos bay,43.3665,-124.2179,1.11,99,100,3.09,US,1678030970
220,severodvinsk,64.5635,39.8302,-10.94,100,89,1.73,RU,1678030970
221,komsomolskiy,40.4272,71.7189,11.4,71,95,2.06,UZ,1678030971
222,longyearbyen,78.2186,15.6401,-15.09,72,75,5.66,SJ,1678030900
223,varna,43.2167,27.9167,9.6,76,75,4.12,BG,1678030377
224,nouadhibou,20.931,-17.0347,25.99,50,9,5.66,MR,1678030971
225,san rafael,-34.6177,-68.3301,32.51,24,0,6.49,AR,1678030971
226,kahului,20.8947,-156.47,20.47,93,22,2.24,US,1678030971
227,yenagoa,4.9247,6.2642,28.55,75,98,4.26,NG,1678030972
228,pimentel,-6.8367,-79.9342,28.16,61,0,2.06,PE,1678030972
229,fallon,39.4735,-118.7774,-0.31,69,100,2.57,US,1678030972
230,yei,4.095,30.6779,31.31,28,77,2.12,SS,1678030972
231,calabozo,8.9242,-67.4293,33.58,35,36,4.51,VE,1678030972
232,manaquiri,-3.3167,-60.35,29.25,70,96,2.52,BR,1678030972
233,luchegorsk,46.4764,134.2569,-4.14,92,34,2.82,RU,1678030972
234,araouane,18.9048,-3.5265,34.81,6,100,2.12,ML,1678030972
235,victor harbor,-35.5667,138.6167,14.27,77,1,5.19,AU,1678030973
236,piacabucu,-10.4056,-36.4344,31.08,51,2,6.05,BR,1678030973
237,dhuburi,26.0333,89.9667,25.31,38,17,2.48,IN,1678030973
238,kutum,14.2,24.6667,27.97,8,0,4.46,SD,1678030973
239,inuvik,68.3499,-133.7218,-26.52,76,0,3.6,CA,1678030973
240,hithadhoo,-0.6,73.0833,28.19,69,5,1.22,MV,1678030973
241,ust-kulom,61.6864,53.6902,-12.38,98,100,2.49,RU,1678030973
242,dunhua,43.3725,128.2425,2.02,63,96,4.67,CN,1678030974
243,bruck an der leitha,48.0167,16.7667,6.68,53,75,3.6,AT,1678030974
244,seoul,37.5683,126.9778,1.69,61,0,1.54,KR,1678030144
245,sitka,57.0531,-135.33,-2.06,43,0,1.54,US,1678030974
246,genhe,50.7833,121.5167,-13.91,94,55,1.91,CN,1678030974
247,dolny kubin,49.2098,19.3034,1.78,74,100,2.11,SK,1678030974
248,mendi,-6.1761,143.6513,12.33,95,100,0.94,PG,1678030975
249,deputatskiy,69.3,139.9,-30.27,100,100,0.65,RU,1678030975
250,pisco,-13.7,-76.2167,25.03,73,0,2.57,PE,1678030975
251,waingapu,-9.6567,120.2641,24.53,89,100,3.17,ID,1678030975
252,narsaq,60.9167,-46.05,11.12,81,79,2.9,GL,1678030975
253,upata,8.0086,-62.3989,30.59,44,79,4.16,VE,1678030975
254,sangar,63.9242,127.4739,-17.43,98,100,0.5,RU,1678030976
255,dingle,10.9995,122.6711,23.62,87,94,4.29,PH,1678030976
256,umm lajj,25.0213,37.2685,26.81,57,99,1.32,SA,1678030976
257,dunedin,-45.8742,170.5036,9.89,78,4,1.53,NZ,1678030976
258,eyl,7.9803,49.8164,25.28,81,4,7.39,SO,1678030976
259,eyrarbakki,63.863,-21.1481,4.03,70,100,4.88,IS,1678030976
260,richards bay,-28.783,32.0377,25.15,78,26,5.56,ZA,1678030976
261,abay,49.6311,72.8539,-1.79,93,100,6.93,KZ,1678030976
262,campobasso,41.6333,14.5833,12.45,72,61,1.11,IT,1678030953
263,maralal,1.0968,36.698,19.82,45,89,7.72,KE,1678030977
264,baglung,28.2719,83.5898,15.5,45,28,2.7,NP,1678030977
265,pangnirtung,66.1451,-65.7125,3.0,81,75,12.86,CA,1678030939
266,fare,-16.7,-151.0167,28.45,71,100,7.24,PF,1678030977
267,shelburne,44.0787,-80.2041,1.25,96,96,5.17,CA,1678030977
268,sao felix do xingu,-6.6447,-51.995,31.99,57,37,0.75,BR,1678030978
269,mpika,-11.8343,31.4529,19.82,88,79,0.18,ZM,1678030978
270,havre,49.5833,0.3333,7.33,81,100,4.12,FR,1678030978
271,yumen,40.2833,97.2,5.6,37,3,5.58,CN,1678030978
272,torbay,47.6666,-52.7314,-2.84,60,58,1.79,CA,1678030978
273,karratha,-20.7377,116.8463,29.23,71,61,6.6,AU,1678030978
274,krasnoye,49.9145,24.6134,0.77,65,100,2.5,UA,1678030978
275,leningradskiy,69.3833,178.4167,-21.82,97,100,3.56,RU,1678030978
276,kavaratti,10.5669,72.642,28.03,65,0,2.97,IN,1678030979
277,laguna,38.421,-121.4238,6.35,91,40,6.69,US,1678030979
278,miri,4.4148,114.0089,25.08,94,40,1.54,MY,1678030979
279,chignahuapan,19.8333,-98.0333,20.99,36,70,1.06,MX,1678030979
280,grindavik,63.8424,-22.4338,3.97,70,75,7.72,IS,1678030979
281,trairi,-3.2778,-39.2689,28.85,75,70,5.09,BR,1678030980
282,luyang,27.6239,110.0989,16.0,46,10,0.94,CN,1678030980
283,teya,60.3778,92.6267,-19.82,100,95,1.71,RU,1678030980
284,vardo,70.3705,31.1107,-10.01,85,100,5.14,NO,1678030980
285,sibolga,1.7427,98.7792,24.3,89,97,1.23,ID,1678030980
286,woodland,38.6785,-121.7733,6.38,89,100,5.66,US,1678030980
287,eydhafushi,5.1033,73.0708,27.28,78,99,5.55,MV,1678030980
288,guerrero negro,27.9769,-114.0611,14.25,67,46,6.78,MX,1678030981
289,cidreira,-30.1811,-50.2056,24.73,82,47,6.17,BR,1678030981
290,saldanha,-33.0117,17.9442,21.03,82,15,3.88,ZA,1678030981
291,santa cruz,-17.8,-63.1667,31.03,66,40,7.2,BO,1678030981
292,griffith,41.5284,-87.4237,5.77,90,0,2.57,US,1678030982
293,encantado,-29.2361,-51.8697,28.67,74,68,2.84,BR,1678030982
294,cairns,-16.9167,145.7667,24.48,100,100,2.06,AU,1678030982
295,ermoupolis,37.4423,24.9425,15.76,58,10,8.23,GR,1678030982
296,mapiripan,2.8892,-72.1256,25.19,83,100,1.1,CO,1678030982
297,mar del plata,-38.0023,-57.5575,25.01,76,40,4.12,AR,1678030961
298,kruisfontein,-34.0033,24.7314,21.05,95,98,6.5,ZA,1678030982
299,brodokalmak,55.5748,62.082,-0.85,91,100,6.08,RU,1678030983
300,nabire,-3.3667,135.4833,24.27,91,100,1.28,ID,1678030983
301,tuatapere,-46.1333,167.6833,5.37,95,13,2.18,NZ,1678030983
302,calvinia,-31.4707,19.776,17.96,49,72,9.05,ZA,1678030983
303,rundu,-17.9333,19.7667,28.7,39,79,4.36,NA,1678030983
304,kandrian,-6.2167,149.55,25.78,85,100,4.37,PG,1678030984
305,assiniboia,49.6334,-105.9845,-10.1,85,100,5.66,CA,1678030984
306,la asuncion,11.0333,-63.8628,27.85,74,12,7.2,VE,1678030984
307,zhigansk,66.7697,123.3711,-17.94,95,100,3.79,RU,1678030984
308,guaimaro,21.05,-77.35,30.99,41,44,4.8,CU,1678030984
309,necochea,-38.5473,-58.7368,30.32,33,0,2.99,AR,1678030984
310,iqaluit,63.7506,-68.5145,-5.15,85,100,12.35,CA,1678030985
311,sladkovo,55.5284,70.3385,-5.31,96,98,4.34,RU,1678030985
312,ostrovnoy,68.0531,39.5131,-12.69,91,100,3.2,RU,1678030985
313,port alfred,-33.5906,26.891,24.98,88,66,3.52,ZA,1678030985
314,port macquarie,-31.4333,152.9167,18.83,85,9,6.07,AU,1678030985
315,hereford,52.0568,-2.7148,6.7,75,100,1.79,GB,1678030985
316,tura,25.5198,90.2201,22.33,40,0,1.63,IN,1678030986
317,alice springs,-23.7,133.8833,22.75,35,0,2.06,AU,1678030986
318,clemson,34.6834,-82.8374,16.28,47,0,1.54,US,1678030986
319,katsuura,35.1333,140.3,10.0,90,100,4.16,JP,1678030986
320,aklavik,68.2191,-135.0107,-33.0,75,0,2.06,CA,1678030986
321,schmalkalden,50.7167,10.45,3.27,79,100,2.98,DE,1678030836
322,zinder,13.8072,8.9881,40.98,7,0,4.12,NE,1678030987
323,tacoronte,28.4769,-16.4102,17.18,81,40,3.09,ES,1678030987
324,markova,48.6758,24.4138,-0.37,93,94,1.17,UA,1678030987
325,hope,33.6671,-93.5916,17.77,63,0,3.18,US,1678030987
326,mao,39.8885,4.2658,14.31,72,20,7.2,ES,1678030987
327,luanda,-8.8368,13.2343,30.0,62,0,8.75,AO,1678030988
328,portobelo,9.55,-79.65,33.86,77,84,6.28,PA,1678030988
329,grimshaw,56.1834,-117.6027,-22.69,77,75,2.57,CA,1678030988
330,poum,-20.2333,164.0167,25.66,81,82,4.85,NC,1678030988
331,betanzos,43.2804,-8.2147,13.94,63,20,2.57,ES,1678030988
332,kushmurun,52.4503,64.6311,-5.53,93,44,5.53,KZ,1678030988
333,sena madureira,-9.0656,-68.6569,25.59,92,100,1.88,BR,1678030988
334,whitehorse,60.7161,-135.0538,-25.57,84,20,1.03,CA,1678030923
335,atasu,48.6814,71.6433,-0.74,91,100,5.99,KZ,1678030989
336,zelenoborsk,61.4669,64.0333,-11.1,99,97,1.44,RU,1678030989
337,saint-paul,-21.0096,55.2707,26.31,99,100,1.31,RE,1678030989
338,bathsheba,13.2167,-59.5167,28.34,61,75,9.77,BB,1678030989
339,walvis bay,-22.9575,14.5053,20.61,65,3,12.43,NA,1678030835
340,lorengau,-2.0226,147.2712,27.34,77,100,3.1,PG,1678030989
341,novoagansk,61.9449,76.6625,-13.57,98,96,2.59,RU,1678030989
342,saint-joseph,-21.3667,55.6167,25.26,85,100,2.65,RE,1678030990
343,port augusta,-32.5,137.7667,16.86,76,0,5.01,AU,1678030990
344,launceston,-41.45,147.1667,15.9,90,100,5.66,AU,1678030990
345,norman wells,65.282,-126.8329,-37.98,67,20,0.0,CA,1678030990
346,carutapera,-1.195,-46.02,29.3,69,82,3.93,BR,1678030990
347,sri aman,1.2376,111.4621,25.03,94,100,0.0,MY,1678030990
348,alcaniz,41.05,-0.1333,13.87,38,28,3.25,ES,1678030773
349,valparaiso,-33.0393,-71.6273,20.0,82,100,5.14,CL,1678030890
350,lata,40.1629,-8.3327,12.26,82,100,2.73,PT,1678030991
351,lompoc,34.6391,-120.4579,10.29,93,100,2.06,US,1678030991
352,rouvroy,50.3925,2.904,6.06,75,100,2.89,FR,1678030991
353,greymouth,-42.4667,171.2,9.4,85,0,3.42,NZ,1678030991
354,ginda,30.6945,78.4932,10.12,46,28,3.04,IN,1678030991
355,onega,63.9061,38.1404,-15.09,98,48,2.58,RU,1678030890
356,erie,42.7667,-78.6664,3.39,70,100,1.79,US,1678030992
357,barberton,-25.7884,31.0532,25.03,95,79,1.72,ZA,1678030992
358,moerai,-22.4333,-151.3333,27.67,82,100,10.45,PF,1678030992
359,asau,46.4333,26.4,5.71,69,51,0.55,RO,1678030992
360,fort-shevchenko,44.5086,50.263,6.36,72,100,2.51,KZ,1678030992
361,predivinsk,57.0669,93.4378,-12.91,98,100,1.47,RU,1678030993
362,acarau,-2.8856,-40.12,29.59,69,72,7.22,BR,1678030993
363,huai thalaeng,14.997,102.6475,27.37,44,0,4.58,TH,1678030993
364,sao filipe,14.8961,-24.4956,23.83,65,98,4.56,CV,1678030993
365,khandyga,62.6667,135.6,-17.51,98,100,1.56,RU,1678030993
366,sarangani,5.4033,125.4636,26.7,78,98,3.19,PH,1678030993
367,shwebo,22.5667,95.7,25.61,18,0,2.81,MM,1678030993
368,verkhnevilyuysk,63.4453,120.3167,-14.91,98,100,1.34,RU,1678030994
369,rio grande,-32.035,-52.0986,29.06,65,19,5.78,BR,1678030994
370,warwick,41.7001,-71.4162,7.16,69,75,8.23,US,1678030994
371,gambela,8.25,34.5833,34.55,27,78,2.26,ET,1678030994
372,buraydah,26.326,43.975,30.25,18,100,4.99,SA,1678030994
373,kathmandu,27.7167,85.3167,17.12,77,40,1.54,NP,1678030526
374,morant bay,17.8815,-76.4093,30.39,62,42,5.48,JM,1678030995
375,caravelas,-17.7125,-39.2481,29.03,62,47,3.44,BR,1678030995
376,destin,30.3935,-86.4958,22.3,55,0,3.6,US,1678030995
377,dalby,-27.1833,151.2667,17.77,76,0,2.16,AU,1678030995
378,meulaboh,4.1363,96.1285,24.83,86,17,2.02,ID,1678030995
379,vasarosnameny,48.1333,22.3167,5.38,58,98,2.67,HU,1678030996
380,port shepstone,-30.7414,30.455,25.55,84,17,10.99,ZA,1678030912
381,gat,31.61,34.7642,30.38,23,100,2.42,IL,1678030996
382,zima,53.9202,102.0442,-11.68,99,96,1.46,RU,1678030996
383,neftcala,39.3742,49.2472,11.08,76,56,4.12,AZ,1678030996
384,sechura,-5.5569,-80.8222,28.36,58,46,2.05,PE,1678030996
385,quatre cocos,-20.2078,57.7625,26.16,88,100,5.23,MU,1678030996
386,ola,59.5833,151.2833,-18.4,88,100,4.4,RU,1678030997
387,kavalerovo,44.2661,135.0572,-5.72,93,5,1.59,RU,1678030997
388,saint anthony,45.0205,-93.218,-0.6,81,100,2.06,US,1678030997
389,coihaique,-45.5752,-72.0662,20.34,77,75,0.0,CL,1678030997
390,nurota,40.5614,65.6886,13.53,47,100,0.55,UZ,1678030997
391,ferkessedougou,9.6,-5.2,36.6,22,53,0.82,CI,1678030804
392,chuy,-33.6971,-53.4616,27.28,57,41,4.23,UY,1678030998
393,muroto,33.2833,134.15,11.78,58,69,2.65,JP,1678030998
394,minot,48.2325,-101.2963,-11.88,85,100,3.6,US,1678030998
395,yeppoon,-23.1333,150.7333,22.88,76,2,5.34,AU,1678030998
396,salina,38.8403,-97.6114,12.39,70,0,6.17,US,1678030998
397,tessalit,20.1986,1.0114,32.3,6,100,5.3,ML,1678030998
398,duluth,46.7833,-92.1066,0.86,64,0,0.0,US,1678030998
399,muros,42.7762,-9.0603,11.02,88,100,2.28,ES,1678030998
400,isabela,6.7085,121.9711,26.03,87,21,0.67,PH,1678030999
401,erice,38.037,12.5865,10.2,72,40,7.2,IT,1678030999
402,labuhan,-6.8844,112.2051,25.89,84,100,3.52,ID,1678030999
403,gwanda,-20.9333,29.0,28.3,43,28,3.55,ZW,1678030999
404,puerto escondido,15.85,-97.0667,28.12,63,46,2.39,MX,1678030999
405,victoria,22.2855,114.1577,20.21,73,0,4.47,HK,1678030995
406,cravo norte,6.3017,-70.2041,35.08,33,80,4.25,CO,1678031000
407,vao,-22.6667,167.4833,23.83,73,100,6.9,NC,1678031000
408,shyryayeve,47.3805,30.1964,4.4,43,13,2.38,UA,1678031000
409,solnechnyy,50.7214,136.6319,-4.89,92,77,2.61,RU,1678031000
410,osorno,-40.5667,-73.15,24.58,64,75,1.03,CL,1678031000
411,codrington,-38.2667,141.9667,14.62,81,52,6.94,AU,1678031000
412,rawson,-43.3002,-65.1023,29.67,30,6,7.7,AR,1678031001
413,esmeraldas,-19.7625,-44.3139,31.06,53,100,2.42,BR,1678031001
414,kisangani,0.5167,25.2,34.06,37,89,1.04,CD,1678031001
415,la orilla,17.9833,-102.2333,25.79,64,98,0.95,MX,1678031001
416,umarkot,25.3616,69.7362,28.78,17,1,4.5,PK,1678031001
417,sabang,5.8933,95.3214,27.84,71,0,9.66,ID,1678031001
418,sinnamary,5.3833,-52.95,26.58,83,100,6.17,GF,1678031001
419,hervey bay,-25.2986,152.8535,23.4,71,0,3.12,AU,1678031002
420,ulaanbaatar,47.9077,106.8832,-3.93,68,0,1.0,MN,1678031002
421,caiaponia,-16.9567,-51.8103,29.58,54,27,2.26,BR,1678031002
422,saint-pierre,-21.3393,55.4781,26.06,94,75,2.06,RE,1678031002
423,yuryevets,57.3201,43.1041,-3.6,96,100,3.73,RU,1678031002
424,beidao,34.5686,105.8933,11.58,59,89,1.52,CN,1678031002
425,burnie,-41.0667,145.9167,16.64,98,100,5.2,AU,1678031003
426,ouallam,14.3188,2.0866,40.01,6,20,6.29,NE,1678031003
427,yima,34.7381,111.8839,14.19,30,1,1.12,CN,1678031003
428,dukat,62.55,155.55,-30.84,100,91,1.25,RU,1678031003
429,ketchikan,55.3422,-131.6461,1.99,64,0,3.6,US,1678031003
430,cap malheureux,-19.9842,57.6142,26.37,82,100,0.89,MU,1678031003
431,sulangan,11.1373,123.7228,25.82,80,96,9.09,PH,1678031003
432,curillo,1.0333,-75.9191,22.75,99,100,0.97,CO,1678031004
433,sistranda,63.7256,8.834,-2.02,60,100,8.6,NO,1678031004
434,llanes,43.4198,-4.7549,11.61,70,13,4.05,ES,1678031004
435,koslan,63.4564,48.8989,-21.09,100,40,1.61,RU,1678031004
436,gornopravdinsk,60.05,69.9,-4.77,97,100,2.34,RU,1678031004
437,tilichiki,60.4667,166.1,-32.71,97,61,2.11,RU,1678031004
438,gold coast,-28.0,153.4333,22.78,86,1,1.03,AU,1678031004
439,san policarpo,12.1791,125.5072,24.57,87,68,4.07,PH,1678031005
440,zhangye,38.9342,100.4517,5.61,32,21,1.71,CN,1678031005
441,chimore,-16.9833,-65.1333,29.02,76,59,1.52,BO,1678031005
442,gewane,10.1664,40.6453,32.28,27,42,3.6,ET,1678031005
443,maniitsoq,65.4167,-52.9,1.93,77,38,2.92,GL,1678031005
444,kabo,7.6994,18.629,39.42,6,83,2.27,CF,1678031006
